Ordem	Plot	Epoca 	plot_name	Acession_name	bloco	plant_number	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12	Q13	Q14	Q15	Q16	Q17	Q18	Q19	Q20	Q21	Q22	Q23	Q24	NM	NP
162	33	1	BGM-1118.1.1.2	BGM-1118	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0.09	52
163	33	1	BGM-1118.1.1.3	BGM-1118	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0.14	72
164	33	1	BGM-1118.1.1.4	BGM-1118	1	4	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0.32	162
165	33	1	BGM-1118.1.1.5	BGM-1118	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.14	6
166	37	1	BGM-0195.1.1.1	BGM-0195	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.05	8
167	37	1	BGM-0195.1.1.2	BGM-0195	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0.18	28
168	37	1	BGM-0195.1.1.3	BGM-0195	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.09	4
169	37	1	BGM-0195.1.1.4	BGM-0195	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	3	0.32	32
170	37	1	BGM-0195.1.1.5	BGM-0195	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	3	0.32	36
171	41	1	BGM-1118.1.2.1	BGM-1118	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0.27	106
172	41	1	BGM-1118.1.2.2	BGM-1118	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	3	3	0.5	78
173	41	1	BGM-1118.1.2.3	BGM-1118	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174	41	1	BGM-1118.1.2.4	BGM-1118	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	3	0	3	0	0.45	108
175	41	1	BGM-1118.1.2.5	BGM-1118	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	42	1	BGM-0062.1.2.1	BGM-0062	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	0	0	3	0	0.41	92
177	42	1	BGM-0062.1.2.2	BGM-0062	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	3	0	0.32	66
178	42	1	BGM-0062.1.2.3	BGM-0062	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	3	3	0	0	2	0.59	160
179	42	1	BGM-0062.1.2.4	BGM-0062	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0.23	62
180	42	1	BGM-0062.1.2.5	BGM-0062	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	3	3	0	0	0	0.41	112
181	43	1	BGM-0707.1.2.1	BGM-0707	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.09	32
182	43	1	BGM-0707.1.2.2	BGM-0707	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	0	0	0	0	0	0	0.27	106
183	43	1	BGM-0707.1.2.3	BGM-0707	2	3	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	3	3	0	0	0	0	0	0	0	0.41	188
184	43	1	BGM-0707.1.2.4	BGM-0707	2	4	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	3	3	0	0	0	0	0	0	0	0.45	198
185	43	1	BGM-0707.1.2.5	BGM-0707	2	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.09	46
186	44	1	BGM-1760.1.2.1	BGM-1760	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	0	0	3	0	0	0	0.41	124
187	44	1	BGM-1760.1.2.2	BGM-1760	2	2	0	0	0	0	0	0	0	0	1	0	1	2	0	3	0	3	0	3	0	0	0	0	0	2	0.68	278
188	44	1	BGM-1760.1.2.3	BGM-1760	2	3	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	3	0	3	0	0	2	0	0	0	0.5	210
189	44	1	BGM-1760.1.2.4	BGM-1760	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	3	0	0	2	0.5	112
190	44	1	BGM-1760.1.2.5	BGM-1760	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	3	0	0	0	0	0	0	0.32	118
191	45	1	BGM-1722.1.2.1	BGM-1722	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	3	0	0	3	0	0.5	126
192	45	1	BGM-1722.1.2.2	BGM-1722	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0.27	86
193	45	1	BGM-1722.1.2.3	BGM-1722	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	2	0	0.32	58
194	45	1	BGM-1722.1.2.4	BGM-1722	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	3	0	0	3	0	0.45	108
195	45	1	BGM-1722.1.2.5	BGM-1722	2	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3	0	0	0	0	0	0	0.27	102
196	46	1	Cigana.1.2.1	Cigana	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0.14	42
197	46	1	Cigana.1.2.2	Cigana	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0.09	12
198	46	1	Cigana.1.2.3	Cigana	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0.36	58
199	46	1	Cigana.1.2.4	Cigana	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0.23	24
200	46	1	Cigana.1.2.5	Cigana	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	47	1	BGM-0195.1.2.1	BGM-0195	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	47	1	BGM-0195.1.2.2	BGM-0195	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.05	8
203	47	1	BGM-0195.1.2.3	BGM-0195	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.05	8
204	47	1	BGM-0195.1.2.4	BGM-0195	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205	47	1	BGM-0195.1.2.5	BGM-0195	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0.18	14
206	48	1	BGM-0935.1.2.1	BGM-0935	2	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	3	0	0	0	0.45	190
207	48	1	BGM-0935.1.2.2	BGM-0935	2	2	0	0	0	0	1	0	0	0	0	0	0	2	0	3	0	0	3	3	0	0	0	0	0	0	0.55	248
208	48	1	BGM-0935.1.2.3	BGM-0935	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	3	3	0	0	0	0	0	0	0.45	188
209	48	1	BGM-0935.1.2.4	BGM-0935	2	4	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	3	3	0	0	0	0	0	0	0.41	178
210	48	1	BGM-0935.1.2.5	BGM-0935	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	3	0	0	0	0.32	86
211	49	1	2011-34-41.1.2.1	2011-34-41	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212	49	1	2011-34-41.1.2.2	2011-34-41	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	3	0.32	52
213	49	1	2011-34-41.1.2.3	2011-34-41	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0.27	42
214	49	1	2011-34-41.1.2.4	2011-34-41	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	49	1	2011-34-41.1.2.5	2011-34-41	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216	50	1	BRS-PotiBranca.1.2.1	BRS-PotiBranca	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217	50	1	BRS-PotiBranca.1.2.2	BRS-PotiBranca	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
218	50	1	BRS-PotiBranca.1.2.3	BRS-PotiBranca	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219	50	1	BRS-PotiBranca.1.2.4	BRS-PotiBranca	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220	50	1	BRS-PotiBranca.1.2.5	BRS-PotiBranca	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221	51	1	BRS-GemadeOvo.1.2.1	BRS-GemadeOvo	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0.18	44
222	51	1	BRS-GemadeOvo.1.2.2	BRS-GemadeOvo	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.09	18
223	51	1	BRS-GemadeOvo.1.2.3	BRS-GemadeOvo	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	51	1	BRS-GemadeOvo.1.2.4	BRS-GemadeOvo	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0.14	36
225	51	1	BRS-GemadeOvo.1.2.5	BRS-GemadeOvo	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0.14	12
226	52	1	BRS-NovoHorizonte.1.2.1	BRS-NovoHorizonte	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0.14	8
227	52	1	BRS-NovoHorizonte.1.2.2	BRS-NovoHorizonte	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.05	4
228	52	1	BRS-NovoHorizonte.1.2.3	BRS-NovoHorizonte	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.09	6
229	52	1	BRS-NovoHorizonte.1.2.4	BRS-NovoHorizonte	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0.14	30
230	52	1	BRS-NovoHorizonte.1.2.5	BRS-NovoHorizonte	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0.09	14
231	53	1	Eucalipto.1.2.1	Eucalipto	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0.18	10
232	53	1	Eucalipto.1.2.2	Eucalipto	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.05	8
233	53	1	Eucalipto.1.2.3	Eucalipto	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0.09	22
234	53	1	Eucalipto.1.2.4	Eucalipto	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.05	8
235	53	1	Eucalipto.1.2.5	Eucalipto	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236	54	1	BRSCS-01.1.2.1	BRSCS-01	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0.14	40
237	54	1	BRSCS-01.1.2.2	BRSCS-01	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0.18	38
238	54	1	BRSCS-01.1.2.3	BRSCS-01	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239	54	1	BRSCS-01.1.2.4	BRSCS-01	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	54	1	BRSCS-01.1.2.5	BRSCS-01	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0.14	28
241	55	1	BRS-Caipira.1.2.1	BRS-Caipira	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.05	2
242	55	1	BRS-Caipira.1.2.2	BRS-Caipira	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.05	2
243	55	1	BRS-Caipira.1.2.3	BRS-Caipira	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0.18	14
244	55	1	BRS-Caipira.1.2.4	BRS-Caipira	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245	55	1	BRS-Caipira.1.2.5	BRS-Caipira	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0.14	12
246	56	1	BGM-0630.1.2.1	BGM-0630	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.05	4
247	56	1	BGM-0630.1.2.2	BGM-0630	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.14	6
248	56	1	BGM-0630.1.2.3	BGM-0630	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
249	56	1	BGM-0630.1.2.4	BGM-0630	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250	56	1	BGM-0630.1.2.5	BGM-0630	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.14	6
251	57	1	BRS-Kiriris.1.2.1	BRS-Kiriris	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	3	0	0	0	0	3	2	0.55	146
252	57	1	BRS-Kiriris.1.2.2	BRS-Kiriris	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
253	57	1	BRS-Kiriris.1.2.3	BRS-Kiriris	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0.23	14
254	57	1	BRS-Kiriris.1.2.4	BRS-Kiriris	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.05	8
255	57	1	BRS-Kiriris.1.2.5	BRS-Kiriris	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.05	4
256	58	1	BGM-1128.1.2.1	BGM-1128	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	0	0	0	0.41	120
257	58	1	BGM-1128.1.2.2	BGM-1128	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	3	0	0.36	72
258	58	1	BGM-1128.1.2.3	BGM-1128	2	3	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	3	3	0	0	0	0	0	3	0	0.55	212
259	58	1	BGM-1128.1.2.4	BGM-1128	2	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	3	0	0	3	0	0	0	3	0.55	178
260	58	1	BGM-1128.1.2.5	BGM-1128	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	3	0	0	0	3	0.45	104
261	59	1	BRS-Tapioqueira.1.2.1	BRS-Tapioqueira	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	3	0	0	3	0	0	0	0.5	168
262	59	1	BRS-Tapioqueira.1.2.2	BRS-Tapioqueira	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
263	59	1	BRS-Tapioqueira.1.2.3	BRS-Tapioqueira	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	3	0	0.32	56
264	59	1	BRS-Tapioqueira.1.2.4	BRS-Tapioqueira	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0.18	10
265	59	1	BRS-Tapioqueira.1.2.5	BRS-Tapioqueira	2	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	3	0	0	3	0	0	0	0.45	142
266	60	1	Corrente.1.2.1	Corrente	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0.18	26
267	60	1	Corrente.1.2.2	Corrente	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0.18	14
268	60	1	Corrente.1.2.3	Corrente	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	3	0.27	36
269	60	1	Corrente.1.2.4	Corrente	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.09	8
270	60	1	Corrente.1.2.5	Corrente	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0.18	14
271	61	1	NegaMaluca.1.2.1	NegaMaluca	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0.18	20
272	61	1	NegaMaluca.1.2.2	NegaMaluca	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	61	1	NegaMaluca.1.2.3	NegaMaluca	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	61	1	NegaMaluca.1.2.4	NegaMaluca	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	61	1	NegaMaluca.1.2.5	NegaMaluca	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.05	8
276	62	1	2011-34-69.1.2.1	2011-34-69	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	0	0	3	0	0	3	0.55	130
277	62	1	2011-34-69.1.2.2	2011-34-69	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	3	0	0	3	0.55	108
278	62	1	2011-34-69.1.2.3	2011-34-69	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.05	2
279	62	1	2011-34-69.1.2.4	2011-34-69	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	3	0	0	0	0	0.36	108
280	62	1	2011-34-69.1.2.5	2011-34-69	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	3	0	0	0	0.36	102
281	63	1	Correntao.1.2.1	Correntao	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0.14	30
282	63	1	Correntao.1.2.2	Correntao	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0.27	30
283	63	1	Correntao.1.2.3	Correntao	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0.27	66
284	63	1	Correntao.1.2.4	Correntao	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0.18	10
285	63	1	Correntao.1.2.5	Correntao	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0.18	10
286	64	1	BRS-Dourada.1.2.1	BRS-Dourada	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	3	0	0	0	0.36	98
287	64	1	BRS-Dourada.1.2.2	BRS-Dourada	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0.14	46
288	64	1	BRS-Dourada.1.2.3	BRS-Dourada	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0.09	28
289	64	1	BRS-Dourada.1.2.4	BRS-Dourada	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0.23	78
290	64	1	BRS-Dourada.1.2.5	BRS-Dourada	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	3	0	0.27	46
291	65	1	2011-34-45.1.2.1	2011-34-45	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.14	6
292	65	1	2011-34-45.1.2.2	2011-34-45	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.09	4
293	65	1	2011-34-45.1.2.3	2011-34-45	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0.27	36
294	65	1	2011-34-45.1.2.4	2011-34-45	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0.18	14
295	65	1	2011-34-45.1.2.5	2011-34-45	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0.18	14
296	66	1	BRS-Mulatinha.1.2.1	BRS-Mulatinha	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0.23	42
297	66	1	BRS-Mulatinha.1.2.2	BRS-Mulatinha	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0.18	14
298	66	1	BRS-Mulatinha.1.2.3	BRS-Mulatinha	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
299	66	1	BRS-Mulatinha.1.2.4	BRS-Mulatinha	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0.14	16
300	66	1	BRS-Mulatinha.1.2.5	BRS-Mulatinha	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0.09	12
301	67	1	BRS-Formosa.1.2.1	BRS-Formosa	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0.14	12
302	67	1	BRS-Formosa.1.2.2	BRS-Formosa	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0.14	12
303	67	1	BRS-Formosa.1.2.3	BRS-Formosa	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304	67	1	BRS-Formosa.1.2.4	BRS-Formosa	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0.09	12
305	67	1	BRS-Formosa.1.2.5	BRS-Formosa	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
306	68	1	BGM-0590.1.2.1	BGM-0590	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307	68	1	BGM-0590.1.2.2	BGM-0590	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0.18	14
308	68	1	BGM-0590.1.2.3	BGM-0590	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
309	68	1	BGM-0590.1.2.4	BGM-0590	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0.23	30
310	68	1	BGM-0590.1.2.5	BGM-0590	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
311	69	1	BGM-0598.1.2.1	BGM-0598	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	3	0	0	0	0.41	96
312	69	1	BGM-0598.1.2.2	BGM-0598	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0.23	22
313	69	1	BGM-0598.1.2.3	BGM-0598	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0.18	20
314	69	1	BGM-0598.1.2.4	BGM-0598	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0.36	106
315	69	1	BGM-0598.1.2.5	BGM-0598	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	0.32	26
316	70	1	BGM-0945.1.2.1	BGM-0945	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0.27	66
317	70	1	BGM-0945.1.2.2	BGM-0945	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0.23	108
318	70	1	BGM-0945.1.2.3	BGM-0945	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0.27	102
319	70	1	BGM-0945.1.2.4	BGM-0945	2	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	3	0	0	3	0	0	0	0.45	154
320	70	1	BGM-0945.1.2.5	BGM-0945	2	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	3	0	0	2	0	0	0	0.36	120
321	71	1	BRS-Verdinha.1.2.1	BRS-Verdinha	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	3	0	0	3	0	0.45	106
322	71	1	BRS-Verdinha.1.2.2	BRS-Verdinha	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	71	1	BRS-Verdinha.1.2.3	BRS-Verdinha	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
